shipment_id,carrier,route_miles,weather_delay,hub,delayed
178,C,24,1,B,0
179,C,3,1,A,0
180,B,47,0,A,1
181,A,33,1,B,0
182,A,9,0,D,0
183,B,48,1,D,1
184,C,4,0,D,0
185,D,17,0,B,0
186,C,46,0,A,1
187,D,59,0,C,1
188,D,44,1,D,1
189,A,1,0,B,0
190,B,57,0,B,1
191,D,40,1,C,1
192,C,3,0,C,0
193,C,10,0,B,0
194,C,12,0,A,0
195,A,42,0,D,1
196,D,16,0,C,0
197,B,48,0,C,1
198,C,47,1,D,1
199,C,18,1,B,0
200,A,17,1,D,0
201,A,21,1,C,0
202,C,5,0,C,0
203,D,29,1,A,0
204,D,34,0,C,0
205,D,43,0,A,1
206,A,47,1,C,1
207,C,29,1,B,0
208,A,11,0,C,0
209,B,29,0,D,0
210,A,21,1,C,0
211,A,8,1,B,0
212,B,47,0,B,1
213,B,2,1,C,0
214,A,27,1,A,0
215,C,3,1,D,0
216,C,13,0,C,0
217,C,46,1,D,1
218,A,54,1,A,1
219,B,38,1,C,1
220,B,40,1,D,1
221,A,39,0,A,1
222,A,53,0,D,1
223,B,28,0,D,0
224,C,41,1,B,1
225,B,47,0,B,1
226,B,31,1,B,0
227,D,10,0,C,0
228,B,35,1,D,1
229,B,55,0,A,1
230,D,29,1,C,0
231,A,48,1,B,1
232,B,39,1,C,1
233,D,33,0,B,0
234,B,14,1,B,0
235,A,6,1,C,0
236,D,14,1,A,0
237,A,40,1,A,1
238,D,49,1,B,1
239,C,44,1,B,1
240,B,49,1,A,1
241,D,3,1,A,0
242,B,53,0,B,1
243,B,51,0,A,1
244,C,46,0,A,1
245,D,3,1,D,0
246,A,32,1,D,0
247,A,5,1,B,0
248,A,20,0,B,0
249,D,48,1,D,1
250,A,56,1,A,1
251,B,24,0,B,0
252,B,42,1,A,1
253,A,31,0,B,0
254,B,31,1,C,0
255,D,48,0,C,1
256,A,8,1,D,0
257,A,56,1,D,1
258,D,21,0,A,0
259,D,36,1,B,1
260,D,10,0,C,0
261,A,16,1,B,0
262,B,43,1,B,1
263,B,53,1,C,1
264,C,44,0,A,1
265,A,31,1,A,0
266,D,41,1,C,1
267,A,57,1,B,1
268,B,59,0,C,1
269,D,43,1,A,1
270,C,35,0,D,1
271,A,36,1,D,1
272,A,1,1,C,0
273,D,32,0,C,0
274,B,21,1,C,0
275,C,4,1,A,0
276,A,20,1,C,0
277,D,5,1,C,0
278,D,36,0,C,1
279,B,54,0,A,1
280,B,43,0,D,1
281,A,33,0,A,0
282,B,51,1,A,1
283,B,17,0,C,0
284,D,21,1,C,0
285,A,40,1,A,1
286,D,50,0,B,1
287,D,56,0,B,1
288,D,5,1,D,0
289,D,49,0,D,1
290,B,34,1,A,1
291,A,32,1,B,0
292,C,32,0,D,0
293,D,54,0,A,1
294,A,27,0,B,0
295,A,12,0,D,0
296,D,59,0,D,1
297,D,9,0,C,0
298,B,23,1,B,0
299,A,22,0,C,0
300,C,40,1,D,1
301,A,55,1,B,1
302,D,51,1,B,1
303,A,59,1,B,1
304,A,36,0,A,1
305,A,56,1,D,1
306,A,25,1,C,0
307,A,26,1,A,0
308,C,2,1,C,0
309,D,37,1,C,1
310,D,23,1,D,0
311,B,3,1,B,0
312,B,29,0,A,0
313,D,19,0,A,0
314,A,37,0,C,1
315,A,6,1,D,0
316,B,49,0,C,1
317,C,38,0,A,1
318,A,26,1,A,0
319,C,13,1,A,0
320,B,3,0,D,0
321,B,53,0,A,1
322,A,5,1,A,0
323,C,47,0,D,1
324,B,7,1,D,0
325,B,22,1,B,0
326,C,36,0,C,1
327,D,58,0,D,1
328,D,5,0,C,0
329,B,41,1,D,1
330,A,38,1,B,1
331,D,27,1,D,0
332,A,38,1,D,1
333,A,1,1,D,0
334,D,38,0,C,1
335,C,45,0,B,1
336,B,19,1,B,0
337,D,51,0,C,1
338,B,51,1,A,1
339,D,14,1,D,0
340,C,12,1,B,0
341,D,48,0,D,1
342,A,35,1,B,1
343,B,43,1,A,1
344,A,40,1,C,1
345,A,28,1,C,0
346,A,31,1,A,0
347,C,14,0,C,0
348,B,19,0,B,0
349,C,44,0,B,1
350,D,16,1,A,0
351,C,22,1,A,0
352,B,16,0,A,0
353,D,54,1,A,1
354,B,47,1,A,1
355,B,40,0,C,1
356,A,31,1,B,0
357,C,5,1,B,0
358,A,18,0,A,0
359,B,19,1,A,0
360,D,16,1,A,0
361,C,41,0,D,1
362,B,31,0,A,0
363,C,19,0,B,0
364,C,55,1,B,1
365,B,56,1,C,1
366,C,20,1,B,0
367,A,26,1,D,0
368,A,36,1,B,1
369,D,32,1,C,0
370,C,16,1,D,0
371,D,8,0,C,0
372,B,36,0,A,1
373,B,18,1,B,0
374,D,6,1,C,0
375,B,49,1,C,1
376,D,12,1,B,0
377,C,42,1,C,1
378,B,44,1,A,1
379,A,38,1,B,1
380,A,54,0,D,1
381,C,36,1,B,1
382,C,5,1,C,0
383,A,31,1,B,0
384,C,14,0,B,0
385,B,58,1,A,1
386,D,55,0,C,1
387,B,54,1,B,1
388,C,34,1,B,1
389,A,41,1,D,1
390,B,21,1,C,0
391,C,21,1,C,0
392,B,41,1,B,1
393,D,50,0,A,1
394,D,56,0,B,1
395,C,6,0,C,0
396,B,17,0,C,0
397,B,36,0,B,1
398,D,33,1,A,1
399,B,38,1,B,1
400,A,3,0,B,0
401,A,53,1,B,1
402,C,27,0,A,0
403,C,2,1,B,0
404,C,23,1,D,0
405,D,37,1,C,1
406,C,14,0,A,0
407,C,26,0,A,0
408,B,8,0,B,0
409,A,54,1,A,1
410,C,45,0,B,1
411,C,37,1,B,1
412,D,55,1,D,1
413,A,7,1,D,0
414,D,47,0,B,1
415,B,2,0,B,0
416,B,31,1,A,0
417,C,54,0,B,1
418,A,59,0,D,1
419,A,27,1,B,0
420,A,6,0,D,0
421,B,21,0,B,0
422,B,22,1,A,0
423,B,52,0,C,1
424,A,35,1,A,1
425,D,17,1,B,0
426,D,43,0,B,1
427,B,13,0,D,0
428,D,58,1,B,1
429,D,29,0,C,0
430,C,5,1,B,0
431,B,27,0,B,0
432,A,23,1,C,0
433,D,27,0,B,0
434,D,3,1,D,0
435,C,9,0,D,0
436,C,42,1,B,1
437,C,11,1,C,0
438,D,58,1,B,1
439,D,40,1,A,1
440,A,23,0,C,0
441,A,30,0,B,0
442,A,16,1,B,0
443,B,32,1,C,0
444,C,49,1,D,1
445,A,50,1,B,1
446,D,31,1,B,0
447,B,28,1,A,0
448,D,1,1,C,0
449,A,43,1,B,1
450,A,9,0,A,0
451,C,3,1,C,0
452,C,53,1,A,1
453,A,33,0,B,0
454,D,58,1,A,1
455,C,30,1,D,0
456,D,18,0,B,0
457,B,49,1,D,1
458,A,27,1,D,0
459,B,37,0,B,1
460,C,50,0,B,1
461,D,24,1,A,0
462,A,32,0,C,0
463,A,4,0,A,0
464,B,28,1,A,0
465,B,16,1,C,0
466,A,38,0,C,1
467,B,49,1,D,1
468,C,43,0,D,1
469,A,30,0,D,0
470,A,17,1,A,0
471,B,33,1,D,1
472,A,12,1,A,0
473,C,41,0,D,1
474,B,7,0,A,0
475,C,52,0,D,1
476,B,4,0,B,0
477,A,39,0,B,1
478,B,16,0,B,0
479,B,49,1,B,1
480,C,57,1,A,1
481,B,55,0,C,1
482,D,8,1,B,0
483,A,9,0,A,0
484,C,57,0,D,1
485,C,20,1,B,0
486,A,42,1,D,1
487,C,55,0,D,1
488,B,26,1,C,0
489,A,30,1,B,0
490,C,1,0,A,0
491,C,11,1,D,0
492,B,40,1,A,1
493,B,25,1,D,0
494,C,23,1,D,0
495,A,36,1,C,1
496,A,21,0,A,0
497,B,24,1,B,0
498,C,21,0,C,0
499,A,19,0,B,0
500,C,50,0,A,1
